FID,FACILITY,SADDR,SCITY,SSTATE,SZIP,FCOUNTY,FPHONE,STYPE,LICNO,LICENSEE,CAPACITY,EXPIRES
"170415","Creekside Home","6511 Bear Creek Road","Marshall","NC","28753","Madison","(828)649-9178","MHL","MHL-057-034","Reach for Independence, Inc.",3,12/31/2018
"980090","Madison County Group Home","36 Mountain Heights Avenue","Hot Springs","NC","28743","Madison","(828)622-3332","MHL","MHL-057-014","WNC Madison County Housing Corporation",6,12/31/2018
"020388","Mountain Opportunity Center-Madison","317 Kenpack Lane","Marshall","NC","28753","Madison","(828)649-1139","MHL","MHL-057-016","Blue Ridge Area Foundation, Inc.",0,12/31/2018
"140067","RHA Health Services-Marshall","13 South Main Street, 2nd Floor","Marshall","NC","28753","Madison","(828)649-9174","MHL","MHL-057-031","RHA Health Services, Inc.",0,12/31/2018
"070420","Randall Home","275 Crooked Creek Road","Mars Hill","NC","28754","Madison","(828)680-9147","MHL","MHL-057-033","Mountain Area Community Services, Inc.",2,12/31/2018
"100865","Riverview Home","25 Dry Pond Road","Marshall","NC","28753","Madison","(828)649-9893","MHL","MHL-057-030","Reach for Independence Inc.",3,12/31/2018
"061123","Amani Residential/Human Services, Inc.","105 Roberson Drive","Williamston","NC","27892","Martin","(252)792-7859","MHL","MHL-058-022","Jeff Roberts",4,12/31/2018
"070448","Comprehensive Interventions, Inc.","607 Washington Street","Williamston","NC","27892","Martin","(252)792-8035","MHL","MHL-058-024","Comprehensive Interventions, Inc.",0,12/31/2018
"070448","Comprehensive Interventions, Inc.","607 Washington Street","Williamston","NC","27892","Martin","(252)792-8035","MHL","MHL-058-024","Comprehensive Interventions, Inc.",0,12/31/2018
"130247","Dream Provider Care Services, Inc.","118 West Main Street","Williamston","NC","27892","Martin","(252)809-1010","MHL","MHL-058-052","D.R.E.A.M. Provider Care Services, Inc.",0,12/31/2018
"955544","Life, Inc./Twin Acres Group Home","2767 Wildcat Road","Williamston","NC","27892","Martin","(252)792-9158","MHL","MHL-058-006","Life, Inc.",6,12/31/2018
"922186","Martin Enterprises","6003 West Main Street  EXT. HWY 64 W","Williamston","NC","27892","Martin","(252)792-8251","MHL","MHL-058-002","Martin County Residential Services, Inc.",0,12/31/2018
"922186","Martin Enterprises","6003 West Main Street  EXT. HWY 64 W","Williamston","NC","27892","Martin","(252)792-8251","MHL","MHL-058-002","Martin County Residential Services, Inc.",0,12/31/2018
"944359","Martin Enterprises ARC Group Home","310 North Haines Street","Williamston","NC","27892","Martin","(252)792-5435","MHL","MHL-058-004","Martin Co. Res. Serv., Inc. d.b.a. Martin Enterprises",6,12/31/2018
"922207","McLawhorne Home","1044 McLawhorne Road","Robersonville","NC","27871","Martin","(252)795-5396","MHL","MHL-058-003","Martin Co. Res. Servs., Inc. d/b/a Martin Enterprises",6,12/31/2018
"070064","New Beginnings With Love Inc. Adult Facility","121 Harris Street","Williamston","NC","27892","Martin","(252)792-3737","MHL","MHL-058-050","New Beginnings With Love, Inc.",5,12/31/2018
"150062","New Destiny","119 Peele Street","Williamston","NC","27892","Martin","(252)227-2272","MHL","MHL-058-056","Uprising Homes, Inc.",4,12/31/2018
"150423","New Grace","21120 Hwy 125","Williamston","NC","27892","Martin","(252)348-3400","MHL","MHL-058-058","Uprising Homes, Inc.",4,12/31/2018
"170306","Bowers Home","385 Cherokee Way","Marion","NC","28752","McDowell","(828)738-8606","MHL","MHL-059-074","Community Companion Home Care, LLC",3,12/31/2018
"090998","Burleson Home","29 Pleasant Hill Road","Marion","NC","28752","McDowell","(828)527-0983","MHL","MHL-059-060","Community Companion Home Care, LLC",3,12/31/2018
"921422","CARE Haven","2533 Airport Road","Marion","NC","28752","McDowell","(828)652-5271","MHL","MHL-059-075","A Caring Alternative, LLC",6,12/31/2018
"130592","Clear Sky Group Home","55 Railroad Street","Marion","NC","28752","McDowell","(828)659-9180","MHL","MHL-059-072","Clear Sky Behavioral, LLC",8,12/31/2018
"170313","Cooke Home","758 Deep Woods Drive","Marion","NC","28752","McDowell","(828)559-2309","MHL","MHL-059-073","Community Companion Home Care, LLC",3,12/31/2018
"080233","Crossroads Recovery Center","440 East Court Street","Marion","NC","28752-1864","McDowell","(828)659-8626","MHL","MHL-059-058","Crossroads Recovery Center, Inc.",0,12/31/2018
"030370","Dawn's Place","219 Hickory Hill Drive","Marion","NC","28752","McDowell","(828)756-4575","MHL","MHL-059-023","Davidson Homes, Inc.",3,12/31/2018
"920338","East Court Group Care","571 East Court Street","Marion","NC","28752","McDowell","(828)652-8755","MHL","MHL-059-038","East Court Group Care, Inc.",9,12/31/2018
"060794","Foothills Industries","300 Rockwell Drive","Marion","NC","28752","McDowell","(828)652-4088","MHL","MHL-059-031","Foothills Industries of McDowell County Inc.",0,12/31/2018
"060794","Foothills Industries","300 Rockwell Drive","Marion","NC","28752","McDowell","(828)652-4088","MHL","MHL-059-031","Foothills Industries of McDowell County Inc.",0,12/31/2018
"140084","King Home","245 5th Street","Marion","NC","28752","McDowell","(828)803-2311","MHL","MHL-059-064","Community Companion Home Care, LLC",3,12/31/2018
"160087","Kudzu Day Program","880 North Main Street","Marion","NC","28752","McDowell","(828)652-2112","MHL","MHL-059-062","North Carolina Outreach Home Care, LLC",0,12/31/2018
"922109","Laurelwood Group Home","109 Lonon Avenue","Marion","NC","28752","McDowell","(828)659-3524","MHL","MHL-059-011","ComServ, Inc.",6,12/31/2018
"922109","Laurelwood Group Home","109 Lonon Avenue","Marion","NC","28752","McDowell","(828)659-3524","MHL","MHL-059-011","ComServ, Inc.",6,12/31/2018
"061379","Lunsford Home","207 Lake View Drive","Marion","NC","28752","McDowell","(828)738-3192","MHL","MHL-059-056","Community Companion Home Care, LLC",3,12/31/2018
"120246","MACS Day Support","366 South Main Street","Marion","NC","28752","McDowell","(828)676-2135","MHL","MHL-059-051","Mountain Area Community Services, Inc.",0,12/31/2018
"090762","McDowell County Day Treatment","172 Lukin Street, Classroom # 37","Marion","NC","28752","McDowell","(828)652-6580","MHL","MHL-059-055","A Caring Alternative, LLC",0,12/31/2018
"120219","McDowell County Elementary Day Treatment","820 Marler Road, Classroom #A-16","Marion","NC","28752","McDowell","(828)738-3353","MHL","MHL-059-057","A Caring Alternative, LLC",0,12/31/2018
"030827","McDowell Psychosocial Rehabilitation Services","75 Crawford Street","Marion","NC","28752","McDowell","(828)659-6480","MHL","MHL-059-046","New Destinations, Inc.",0,12/31/2018
"070878","McLeod Addictive Disease Center - Marion","117 West Medical Court","Marion","NC","28752","McDowell","(828)659-3966","MHL","MHL-059-024","McLeod Addictive Disease Center, Inc.",0,12/31/2018
"920843","Nebo Group Home","2121 Old Highway #10 E.","Nebo","NC","28761","McDowell","(828)652-7613","MHL","MHL-059-036","North Carolina Outreach Group Homes, LLC",9,12/31/2018
"140486","Possibilities","81 South Main Street","Marion","NC","28752","McDowell","(828)559-2130","MHL","MHL-059-063","Community Companion Home Care, LLC",0,12/31/2018
"920339","Quality Adult Care","180 East Court Street","Marion","NC","28752","McDowell","(828)652-3931","MHL","MHL-059-054","Quality Adult Care, Inc.",9,12/31/2018
"110403","RHA Health Services - McDowell County","486 Spaulding Road, Suite B","Marion","NC","28752","McDowell","(828)652-2919","MHL","MHL-059-052","RHA Health Services, Inc.",0,12/31/2018
"030866","Recovery Ventures Corporation","904 Davistown Road","Old Fort","NC","28762","McDowell","(828)668-1000","MHL","MHL-059-035","Recovery Ventures Corporation",62,12/31/2018
"160146","Ruthie's Place","71 East 4th Street","Marion","NC","28752","McDowell","(828)559-0366","MHL","MHL-059-065","Steps for Success Family Services, LLC",4,12/31/2018
"020466","SUWS of the Carolina's, Inc.","363 Graphite Road","Old Fort","NC","28762","McDowell","(828)668-7590","MHL","MHL-059-032","SUWS of the Carolina's, Inc.",133,12/31/2018
"120068","Taylor Home","43 East Crawford Street","Old Fort","NC","28762","McDowell","(828)668-6263","MHL","MHL-059-069","Community Companion Home Care, LLC",3,12/31/2018
"100172","The Center - A Strategic Interventions Facility","3100 Hwy 226 South Suite B","Marion","NC","28752","McDowell","(828)257-2900","MHL","MHL-059-048","Strategic Interventions, Inc.",0,12/31/2018
"160409","The Stamey Home","162 Greenwood Drive","Marion","NC","28752","McDowell","(828)559-2046","MHL","MHL-059-070","North Carolina Outreach HomeCare, LLC",3,12/31/2018
"150360","Thomas Home","501 French Mountain Drive","Marion","NC","28752","McDowell","(828)738-9788","MHL","MHL-059-067","Davidson Homes, Inc.",2,12/31/2018
"922053","Turning Point Group Home","505 E. Payne Road","Marion","NC","28752","McDowell","(828)738-3098","MHL","MHL-059-029","Turning Point Services, Inc.",6,12/31/2018
"160426","West Marion Group Home","145 Lukin Street","Marion","NC","28752","McDowell","(828)559-2680","MHL","MHL-059-071","North Carolina Outreach Group Homes, LLC",6,12/31/2018
"170169","13642 Porter Creek Road","13642 Porter Creek Road","Charlotte","NC","28262","Mecklenburg","(980)299-7151","MHL","MHL-060-1351","InReach",3,12/31/2018
"160369","A Turning Point SAIOP","5500 Executive Center Drive, Suite 103","Charlotte","NC","28212","Mecklenburg","(704)379-1960","MHL","MHL-060-1239","A Turning Point Counseling and Consulting, LLC",0,12/31/2018
"160096","ARJ, LLC","3719 Latrobe Drive, Suite 850","Charlotte","NC","28205","Mecklenburg","(704)910-5395","MHL","MHL-060-1141","ARJ, LLC",0,12/31/2018
"160096","ARJ, LLC","3719 Latrobe Drive, Suite 850","Charlotte","NC","28205","Mecklenburg","(704)910-5395","MHL","MHL-060-1141","ARJ, LLC",0,12/31/2018
"150515","Absolute Advocacy-Mecklenburg","1977 J.N. Pease Place, Suite 104","Charlotte","NC","28262","Mecklenburg","(704)215-4095","MHL","MHL-060-1284","Absolute Advocacy, LLC",0,12/31/2018
"150515","Absolute Advocacy-Mecklenburg","1977 J.N. Pease Place, Suite 104","Charlotte","NC","28262","Mecklenburg","(704)215-4095","MHL","MHL-060-1284","Absolute Advocacy, LLC",0,12/31/2018
"922557","Adult Homeless Substance Abuse Treatment-offsite(Men's)","1210 North Tryon Street","Charlotte","NC","28206","Mecklenburg","(980)314-8947","MHL","MHL-060-144","Mecklenburg County Community Support Services",0,12/31/2018
"050236","Adult Homeless Substance Abuse Trtmt Offsite(women' s)","534 Spratt Street","Charlotte","NC","28206","Mecklenburg","(704)617-3401","MHL","MHL-060-722","Mecklenburg County Community Support Services",0,12/31/2018
"051152","Alexander Youth Network - Charlotte Day Treatment","6220-D Thermal Rd","Charlotte","NC","28211","Mecklenburg","(704)366-8712","MHL","MHL-060-968","Alexander Youth Network",0,12/31/2018
"051149","Alexander Youth Network - Dickson Unit","6220-B Thermal Rd","Charlotte","NC","28211","Mecklenburg","(704)366-8712","MHL","MHL-060-972","Alexander Youth Network",6,12/31/2018
"051150","Alexander Youth Network - Elm Unit","6220-D Thermal Rd","Charlotte","NC","28211","Mecklenburg","(704)366-8712","MHL","MHL-060-1117","Alexander Youth Network",6,12/31/2018
"051146","Alexander Youth Network - Nisbet Unit","6220-C Thermal Rd.","Charlotte","NC","28211","Mecklenburg","(704)366-8712","MHL","MHL-060-970","Alexander Youth Network",6,12/31/2018
"051148","Alexander Youth Network - Oak Unit","6220-A Thermal Rd.","Charlotte","NC","28211","Mecklenburg","(704)366-8712","MHL","MHL-060-969","Alexander Youth Network",6,12/31/2018
"921429","Alexander Youth Network - PRTF","6220 Thermal Road","Charlotte","NC","28211","Mecklenburg","(704)366-8712","MHL","MHL-060-059","Alexander Youth Network",12,12/31/2018
"100698","Alphin Cottage","6750 Saint Peters Lane, Suite 400","Matthews","NC","28105","Mecklenburg","(704)536-0375","MHL","MHL-060-1172","Thompson Child & Family Focus",6,12/31/2018
"150157","Amara Wellness","5801 Executive Center Drive, Suite 200B","Charlotte","NC","28212","Mecklenburg","(704)567-0790","MHL","MHL-060-587","Person-Centered Partnerships, Inc.",0,12/31/2018
"150157","Amara Wellness","5801 Executive Center Drive, Suite 200B","Charlotte","NC","28212","Mecklenburg","(704)567-0790","MHL","MHL-060-587","Person-Centered Partnerships, Inc.",0,12/31/2018
"041532","Angel","2430 UMAR Court","CHARLOTTE","NC","28215-3259","Mecklenburg","(704)563-9408","MHL","MHL-060-974","UMAR Services, Inc.",6,12/31/2018
"932215","Anuvia Prevention and Recovery Center","429 Billingsley Road","Charlotte","NC","28211","Mecklenburg","(704)445-6900","MHL","MHL-060-1300","Anuvia Prevention and Recovery Center, Inc.",76,12/31/2018
"932215","Anuvia Prevention and Recovery Center","429 Billingsley Road","Charlotte","NC","28211","Mecklenburg","(704)445-6900","MHL","MHL-060-1300","Anuvia Prevention and Recovery Center, Inc.",76,12/31/2018
"932215","Anuvia Prevention and Recovery Center","429 Billingsley Road","Charlotte","NC","28211","Mecklenburg","(704)445-6900","MHL","MHL-060-1300","Anuvia Prevention and Recovery Center, Inc.",76,12/31/2018
"942729","Anuvia Prevention and Recovery Center","100 Billingsley Road","Charlotte","NC","28211","Mecklenburg","(704)376-7447","MHL","MHL-060-1079","Anuvia Prevention and Recovery Center, Inc.",0,12/31/2018
"942729","Anuvia Prevention and Recovery Center","100 Billingsley Road","Charlotte","NC","28211","Mecklenburg","(704)376-7447","MHL","MHL-060-1079","Anuvia Prevention and Recovery Center, Inc.",0,12/31/2018
"971295","Ashcraft Home","1351 Ashcraft Lane","Charlotte","NC","28209","Mecklenburg","(704)527-7737","MHL","MHL-060-403","Easter Seals UCP North Carolina & Virginia, Inc.",6,12/31/2018
"150336","Ashley View Home","3416 Ashley View Drive","Charlotte","NC","28213","Mecklenburg","(980)875-9049","MHL","MHL-060-1312","The Kids Workshop, Inc.",2,12/31/2018
"955397","Austin","1211 Robinhood Circle","Charlotte","NC","28227","Mecklenburg","(704)563-8894","MHL","MHL-060-1193","Monarch",6,12/31/2018
"070564","Barnabas","19704 Zion Street","Cornelius","NC","28031","Mecklenburg","(704)892-4461","MHL","MHL-060-1036","UMAR Services, Inc.",6,12/31/2018
"140379","Bass Lane Group Home","622 Bass Lane","Charlotte","NC","28270","Mecklenburg","(704)246-5417","MHL","MHL-060-1296","Easter Seals UCP North Carolina & Virginia, Inc.",2,12/31/2018
"120339","Bathhurst Home","4316 Bathhurst Drive","Charlotte","NC","28227","Mecklenburg","(980)939-1283","MHL","MHL-060-1220","Innovative Support Services, LLC",3,12/31/2018
"050494","Beatties Ford Road Family Counseling Center","1406 Beatties Ford Road, 2nd Floor","Charlotte","NC","28216","Mecklenburg","(980)349-4067","MHL","MHL-060-973","Christian Women of Elegance, Inc.",0,12/31/2018
"050494","Beatties Ford Road Family Counseling Center","1406 Beatties Ford Road, 2nd Floor","Charlotte","NC","28216","Mecklenburg","(980)349-4067","MHL","MHL-060-973","Christian Women of Elegance, Inc.",0,12/31/2018
"170360","Bennett Home","7136 McEwen Place","Mint Hill","NC","28227","Mecklenburg","(704)573-2620","MHL","MHL-060-1359","United Support Services, Inc.",3,12/31/2018
"921514","Bon Rea Drive Group Home","3747 Bon Rea Drive","Charlotte","NC","28226","Mecklenburg","(704)541-7334","MHL","MHL-060-120","Lifespan Incorporated",6,12/31/2018
"955421","Bonnie's Home for Youth","8616 Nations Ford Road","Charlotte","NC","28217","Mecklenburg","(704)252-2840","MHL","MHL-060-1337","A Caring Home, Inc.",3,12/31/2018
"980454","Briar Creek Road","1518 Briar Creek Road","Charlotte","NC","28205","Mecklenburg","(704)537-4544","MHL","MHL-060-1194","Monarch",6,12/31/2018
"011051","Brite Horizon","12219 Windy Wood Court","Charlotte","NC","28273","Mecklenburg","(704)588-6059","MHL","MHL-060-757","My B.R.O.T.H.E.R.'s  House, Inc.",4,12/31/2018
"061106","Browne Group Home","8205 Browne Road","Charlotte","NC","28269","Mecklenburg","(704)405-1509","MHL","MHL-060-245","EduCare Community Living Corporation-North Carolina",6,12/31/2018
"925192","Burtonwood Circle Home","1710 Burtonwood Circle","Charlotte","NC","28212","Mecklenburg","(704)536-0364","MHL","MHL-060-228","RHA Health Services NC, LLC",6,12/31/2018
"050120","CASCADE Services","7108 Wallace Road, Apt. 7000A","Charlotte","NC","28212","Mecklenburg","(704)336-4844","MHL","MHL-060-982","Community Choices, Inc.",50,12/31/2018
"150512","CHS Behavioral Health - Partial Hospitalization (C&A)","330 Billingsley Road, Suite 109","Charlotte","NC","28211","Mecklenburg","(704)444-2444","MHL","MHL-060-1316","The Charlotte Mecklenburg Hospital Authority",0,12/31/2018
"952214","CHS Behavioral Health-Crisis Stabilization Program","447 Billingsley Road-Cottage A","Charlotte","NC","28211","Mecklenburg","(704)444-2580","MHL","MHL-060-1136","Carolinas Healthcare System-CMC Randolph",14,12/31/2018
"160007","CHS Behavioral Health-Horizons","7825 Ballantyne Commons Parkway, Suite 110","Charlotte","NC","28277","Mecklenburg","(704)446-0391","MHL","MHL-060-577","The Charlotte-Mecklenberg Hospital Authority",0,12/31/2018
"922213","CHS Behavioral Health-Partial Hospitalization","441 Billingsley Road-Cottage E","Charlotte","NC","28211","Mecklenburg","(704)358-2700","MHL","MHL-060-009","Charlotte Mecklenburg Hospital Authority",0,12/31/2018
"955548","Carmel Forest Drive","3711 Carmel Forest Drive","Charlotte","NC","28205","Mecklenburg","(704)542-8727","MHL","MHL-060-1195","Monarch",6,12/31/2018
"170027","Carolina Family Alliance","2331 Crown Point Executive Drive, Suite H","Charlotte","NC","28227","Mecklenburg","(704)536-9378","MHL","MHL-060-1177","Carolina Family Alliance, Inc.",0,12/31/2018
