FID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,NPI,ENT_TYPE,ORGAN_NAME,PROVID_11,PROVID_12,PROVID_20,PROVID_21,PROVID_22,PROVID_23,PROVID_24,PROVID_25,PROVID_26,PROVID_27,PROVID_36,LASTUP_37,HEALTH_47,PROVID_48,PROVID_49,HEALTH_51,PROVID_52,PROVID_53,HEALTH_55,PROVID_56,PROVID_57,HEALTH_59,PROVID_60,PROVID_61,HEALTH_63,PROVID_64,PROVID_65,HEALTH_67,PROVID_68,PROVID_69,HEALTH_71,PROVID_72,PROVID_73,HEALTH_75,PROVID_76,PROVID_77,HEALTH_79,PROVID_80,PROVID_81,HEALTH_83,PROVID_84,PROVID_85,HEALTH_87,PROVID_88,PROVID_89,HEALTH_91,PROVID_92,PROVID_93,HEALTH_95,PROVID_96,PROVID_97,HEALTH_99,PROVID_100,PROVID_101,HEALTH_103,PROVID_104,PROVID_105
43318,11680894,UNCLASSIFIED,CVS - 7026,336-766-0324,2770 LEWISVILLE CLEMMONS ROAD, ,CLEMMONS,NC,27012,8716,FORSYTH,37067, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,777969486,-80.3826025,36.0225113,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1932202629,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY 07013,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,10/19/2009,3336C0003X, , ,333600000X,6589,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43319,11687352,UNCLASSIFIED,RITE AID - 11324,336-788-2032,2920 WAUGHTOWN STREET, ,WINSTON SALEM,NC,27107,1621,FORSYTH,37067, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17060206,-80.181811,36.07611,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1548369788,2,ECKERD CORPORATION,RITE AID PHARMACY 11324,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/12/2010,332B00000X, , ,3336C0003X,8778,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43321,11706776,UNCLASSIFIED,THE DRUG STORE,704-462-0226,9576 NC HIGHWAY 10 WEST, ,VALE,NC,28168, ,CATAWBA,37035, , , , ,2010-07-22T00:00:00.000Z,PHONE,2010-07-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125073870,-81.4807796,35.5681282,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS, ,1912170507,2,"BROOKINS, INC",THE DRUG STORE - VALE,3,9576 NC HWY 10W, ,VALE,NC,281687451,US,7044620221,7044620229,04/04/2008,09/03/2009,332BX2000X,09378,NC,3336C0003X,09378,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43322,11669193,UNCLASSIFIED,WALGREENS - 9730,336-633-7611,207 NORTH FAYETTEVILLE STREET, ,ASHEBORO,NC,27203,5529,RANDOLPH,37151, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,22933555,-79.814348,35.7082002,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1104831205,2,WALGREEN CO,WALGREENS #09730,3,1901 E VOORHEES ST,MAILSTOP #720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,06/10/2008,3336C0003X, , ,332B00000X, , ,333600000X,9118,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43323,11707516,UNCLASSIFIED,ALAMAP OF ALAMANCE REGIONAL MEDICAL CENTER,336-538-8440,1624 MEMORIAL DRIVE, ,BURLINGTON,NC,27215,3518,ALAMANCE,37001, , , , ,2010-08-04T00:00:00.000Z,ALT REF,2010-08-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102476148,-79.4603207,36.0924338,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ARMC.COM,1427210921,2,ALAMANCE REGIONAL MEDICAL CENTER,ALAMAP OF ALAMANCE REGIONAL MEDICAL CENTER,3,PO BOX 202, ,BURLINGTON,NC,272160202,US, , ,06/26/2008,06/26/2008,3336C0002X,07884,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43325,11647984,UNCLASSIFIED,EDEN DRUG,336-627-4854,103 WEST STADIUM DRIVE, ,EDEN,NC,27288,3329,ROCKINGHAM,37157, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102432175,-79.7440846,36.5013735,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.EDENDRUG.COM,1740246677,2,"EDEN DRUG, INC.",EDEN DRUG HEALTH MART,3,103 W STADIUM DR, ,EDEN,NC,272883329,US,3366274854,3366278925,04/20/2006,03/14/2008,3336C0003X,09458,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43326,11680947,UNCLASSIFIED,CVS - 7057,704-434-6560,212 NORTH MAIN STREET, ,SHELBY,NC,28152,0645,CLEVELAND,37045, , , , ,2010-08-06T00:00:00.000Z,ALT REF,2010-08-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102376124,-81.6653957,35.2549335,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1972606663,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 07057,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,03/27/2009,3336C0003X, , ,333600000X,6554,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43328,11698559,UNCLASSIFIED,CVS - 3592,704-633-7135,1702 EAST INNES STREET, ,SALISBURY,NC,28146,6024,ROWAN,37159, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102409875,-80.4554945,35.650218,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1700937661,2,"REVCO DISCOUNT DRUG CENTERS, INC.",CVS PHARMACY # 03592,3,1 CVS DR,BOX 1075 - PHARMACY ENROLLMENTS,WOONSOCKET,RI,028956146,US,4017651500,4017707108,01/16/2007,11/19/2009,332B00000X,6767,NC,333600000X,6767,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43329,11701886,UNCLASSIFIED,COMPREHENSIVE CANCER CENTER PHARMACY,336-713-6808,MEDICAL CENTER BOULEVARD,"WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER, 1ST FLOOR",WINSTON SALEM,NC,27157,0001,FORSYTH,37067, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17056583,-80.2690942,36.0910057,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WFUBMC.EDU,1316079247,2,NORTH CAROLINA BAPTIST HOSPITAL,COMPREHENSIVE CANCER CENTER PHARMACY,3,MEDICAL CENTER BLVD, ,WINSTON SALEM,NC,271570001,US,3367136808,3367136800,03/09/2007,12/23/2009,3336S0011X, , ,3336C0003X,08424,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43331,11686610,UNCLASSIFIED,RITE AID - 11481,704-394-6546,2400 LITTLE ROCK ROAD, ,CHARLOTTE,NC,28214,2752,MECKLENBURG,37119, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127866520,-80.9378073,35.246789,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1437258654,2,ECKERD CORPORATION,RITE AID PHARMACY 11481,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/28/2010,332B00000X, , ,3336C0003X,8584,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43332,11680831,UNCLASSIFIED,CVS - 3813,704-983-2192,835 HIGHWAY 24-27, ,ALBEMARLE,NC,28001, ,STANLY,37167, , , , ,2010-08-09T00:00:00.000Z,PHONE,2010-08-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102933048,-80.1684245,35.3482278,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1073616835,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY #03813,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,05/18/2009,3336C0003X, , ,333600000X,6536,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43333,11687437,UNCLASSIFIED,RITE AID - 11546,336-526-6102,1475 NORTH BRIDGE STREET, ,ELKIN,NC,28621,2334,SURRY,37171, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102388665,-80.8542285,36.2702833,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1184723421,2,ECKERD CORPORATION,RITE AID PHARMACY 11546,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/08/2010,332B00000X, , ,3336C0003X,8630,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43336,11679032,UNCLASSIFIED,KERR DRUG,336-789-9006,722 WEST INDEPENDENCE BOULEVARD, ,MOUNT AIRY,NC,27030,3574,SURRY,37171, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102433253,-80.62075,36.499564,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KERRDRUG.COM,1851401558,2,KERR DRUG INC A DELAWARE COMPANY,KERR DRUG 124,3,722 W INDEPENDENCE BLVD, ,MOUNT AIRY,NC,270303574,US, , ,08/30/2006,07/08/2007,333600000X,7179,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43377,11678774,UNCLASSIFIED,KERR DRUG,704-633-1604,317 NORTH SALISBURY AVENUE, ,SPENCER,NC,28159,2513,ROWAN,37159, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127896840,-80.4254149,35.6915079,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://KERRDRUG.COM,1033229737,2,KERR DRUG INC A DELAWARE COMPANY,KERR DRUG 231,3,317 N SALISBURY AVE, ,SPENCER,NC,281592513,US, , ,08/30/2006,07/08/2007,333600000X,7186,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43378,11651447,UNCLASSIFIED,CAREMOR FAMILY PHARMACY,704-489-2223,3634 NORTH NC HIGHWAY 16, ,DENVER,NC,28037, ,LINCOLN,37109, , , , ,2010-06-09T00:00:00.000Z,ALT REF,2010-06-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125077692,-81.0259311,35.5305879,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CAREMORFAMILYRX.COM,1053352989,2,CAREMOR FAMILY PHARMACY INC,CAREMOR FAMILY PHARMACY INC,3,PO BOX 967, ,DENVER,NC,280370967,US, , ,06/10/2006,08/04/2009,333600000X, , ,3336C0003X,08821,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43379,11678128,UNCLASSIFIED,ALBEMARLE PHARMACY,704-982-9144,105 YADKIN STREET,YADKIN STREET MEDICAL OFFICES,ALBEMARLE,NC,28001,3449,STANLY,37167, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102630978,-80.1963999,35.3630199,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.STANLYMEDICALSERVICES.ORG,1467561423,2,STANLY REGIONAL MEDICAL CENTER,ALBEMARLE PHARMACY,3,105 YADKIN STREET,SUITE 103,ALBEMARLE,NC,28001,US,7049838222,7049838223,08/30/2006,07/08/2007,3336C0003X,07846,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43380,11705798,UNCLASSIFIED,WALGREENS - 10707,336-333-7440,1600 SPRING GARDEN STREET, ,GREENSBORO,NC,27403,2335,GUILFORD,37081, , , , ,2010-06-10T00:00:00.000Z,ALT REF,2010-06-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17063700,-79.8157396,36.0653039,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1437332574,2,WALGREEN CO,WALGREENS,3,1901 E VOORHEES ST,MS 720,DANVILLE,IL,618344509,US,2175548964,2175548546,12/12/2007,05/22/2009,332B00000X, , ,3336C0003X, , ,333600000X,09989,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43381,11653727,UNCLASSIFIED,LEGACY CONSULTANT PHARMACY,336-831-0500,3064 SALEM INDUSTRIAL DRIVE, ,WINSTON SALEM,NC,27127, ,FORSYTH,37067, , , , ,2010-09-08T00:00:00.000Z,PHONE,2010-09-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,788065462,-80.3245802,36.0299453,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.LEGACYCONSULTANTPHARMACY.COM,1285670174,2,THE DRUG STORE INC,LEGACY CONSULTANT PHARMACY,3,3064 SALEM INDUSTRIAL DR, ,WINSTON-SALEM,NC,27127,US,3368310500,8887292026,06/21/2006,10/05/2009,333600000X, , ,3336L0003X,8042,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43382,11686479,UNCLASSIFIED,RITE AID - 11328,336-227-2784,2127 CHAPEL HILL ROAD, ,BURLINGTON,NC,27215,7142,ALAMANCE,37001, , , , ,2010-05-13T00:00:00.000Z,ALT REF,2010-05-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102420577,-79.4292054,36.0670943,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1982703187,2,ECKERD CORPORATION,RITE AID PHARMACY 11328,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,11/09/2009,332B00000X, , ,3336C0003X,8554,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43383,11688629,UNCLASSIFIED,RITE AID - 11329,336-222-9956,2574 SOUTH CHURCH STREET, ,BURLINGTON,NC,27215,5204,ALAMANCE,37001, , , , ,2010-05-13T00:00:00.000Z,ALT REF,2010-05-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127918728,-79.4818111,36.0803919,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1043311814,2,ECKERD CORPORATION,RITE AID PHARMACY 11329,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/26/2006,11/16/2009,332B00000X, , ,3336C0003X,8556,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43384,11680948,UNCLASSIFIED,CVS - 7053,919-563-8855,904 SOUTH 5TH STREET, ,MEBANE,NC,27302,3239,ALAMANCE,37001, , , , ,2010-05-14T00:00:00.000Z,ALT REF,2010-05-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,715133087,-79.2763321,36.0772058,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1508969296,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY #07053,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/05/2009,3336C0003X, , ,332B00000X, , ,333600000X,6724,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43385,11681579,UNCLASSIFIED,CVS - 7515,336-578-4625,1009 WEST MAIN STREET, ,HAW RIVER,NC,27258,9562,ALAMANCE,37001, , , , ,2010-05-14T00:00:00.000Z,ALT REF,2010-05-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,716226613,-79.3804832,36.0909217,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1467555144,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 07515,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/06/2009,3336C0003X, , ,333600000X,6560,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43386,11660906,UNCLASSIFIED,WAL-MART SUPERCENTER - 5346,919-304-0183,1318 MEBANE OAKS ROAD, ,MEBANE,NC,27302,9681,ALAMANCE,37001, , , , ,2010-05-13T00:00:00.000Z,ALT REF,2010-05-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,711781501,-79.273254,36.0669016,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1619994852,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/26/2009,332B00000X, , ,333600000X, , ,3336C0003X,9219,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43387,11700474,UNCLASSIFIED,MEDICAP PHARMACY,336-222-9811,378 HARDEN STREET, ,BURLINGTON,NC,27215,7516,ALAMANCE,37001, , , , ,2010-05-14T00:00:00.000Z,ALT REF,2010-05-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102414191,-79.4250436,36.0670284,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MEDICAP.COM,1124161864,2,LAKE ESCAPE INC,MEDICAP PHARMACY,3,PO BOX 1144, ,BURLINGTON,NC,272161144,US, , ,02/14/2007,11/05/2008,333600000X, , ,332B00000X, , ,3336C0004X, , ,3336C0003X,NC05919,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43388,11663956,UNCLASSIFIED,WAL-MART SUPERCENTER - 3612,336-226-1922,530 SOUTH GRAHAM HOPEDALE ROAD, ,BURLINGTON,NC,27217,4322,ALAMANCE,37001, , , , ,2010-05-13T00:00:00.000Z,ALT REF,2010-05-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102476142,-79.4034281,36.0912314,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1417975210,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/18/2006,02/12/2009,332B00000X, , ,333600000X, , ,3336C0003X,9281,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43389,11692149,UNCLASSIFIED,WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,336-758-5218,WINGATE ROAD,LOWER LEVEL REYNOLDS GYMNASIUM,WINSTON SALEM,NC,27109, ,FORSYTH,37067, , , , ,2010-08-31T00:00:00.000Z,ALT REF,2010-08-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17047178,-80.2758604,36.134508,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WFU.EDU/SHS,1285717694,2,WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY, , ,PO BOX 7386, ,WINSTON SALEM,NC,271097386,US,3367585218,3367586054,10/23/2006,07/08/2007,3336C0002X,AW8141602,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43390,11689998,UNCLASSIFIED,FOOD LION - 2676,336-545-3274,3516 DRAWBRIDGE PARKWAY, ,GREENSBORO,NC,27410,8432,GUILFORD,37081, , , , ,2010-06-11T00:00:00.000Z,ALT REF,2010-06-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,116002891,-79.8663212,36.1396156,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.FOODLION.COM,1194819706,2,FOOD LION LLC,FOOD LION PHARMACY #2676,3,PO BOX 1000,MAILSORT 3000,PORTLAND,ME,04104,US,2078853161,2078853121,10/03/2006,07/09/2007,332B00000X,09399,NC,3336C0003X,09399,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43391,11689241,UNCLASSIFIED,BI-LO - 200,704-947-7775,5336 PROSPERITY CHURCH ROAD, ,CHARLOTTE,NC,28269,1133,MECKLENBURG,37119, , , , ,2010-05-21T00:00:00.000Z,ALT REF,2010-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127866493,-80.7858493,35.3663602,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BI-LO.COM,1962595322,2,"BI-LO, LLC.",BI-LO PHARMACY #200,3,PO BOX 99, ,MAULDIN,SC,296620099,US,8642132587,8642132503,09/30/2006,10/10/2007,332B00000X,8911,NC,3336C0003X,8911,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43392,11689355,UNCLASSIFIED,BI-LO - 444,704-398-1321,1620 ASHLEY ROAD, ,CHARLOTTE,NC,28208,3706,MECKLENBURG,37119, , , , ,2010-05-21T00:00:00.000Z,ALT REF,2010-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28225063,-80.8981365,35.2399862,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BI-LO.COM,1053404400,2,"BI-LO, LLC.",BI-LO PHARMACY #444,3,PO BOX 99, ,MAULDIN,SC,296620099,US,8642132587,8642132503,09/30/2006,10/25/2007,332B00000X,8903,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43393,11681591,UNCLASSIFIED,CVS - 7560,704-596-3378,2806 WEST SUGAR CREEK ROAD, ,CHARLOTTE,NC,28262,7307,MECKLENBURG,37119, , , , ,2010-05-24T00:00:00.000Z,ALT REF,2010-05-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127867033,-80.8013635,35.3018327,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1629171301,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/29/2008,3336C0003X, , ,333600000X,6580,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43394,11680132,UNCLASSIFIED,HARRIS TEETER - 208,704-366-5684,112 SOUTH SHARON AMITY ROAD, ,CHARLOTTE,NC,28211,2802,MECKLENBURG,37119, , , , ,2010-05-21T00:00:00.000Z,ALT REF,2010-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28234597,-80.8011082,35.1774056,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISTEETER.COM,1366553737,2,"HARRIS TEETER, INC.",HARRIS TEETER PHARMACY,5,701 CRESTDALE RD, ,MATTHEWS,NC,281051700,US,7048443100,7048446556,08/31/2006,07/04/2008,3336C0003X,09376,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
