FACILITY,FADDR1,FCITY,FSTATE,FZIP,FPHONE,FCOUNTY,STYPE,SADDR,SCITY,SSTATE,SZIP,LICENSEE,LICNO,PENDING,FID,CLOSED,TERMINATED,HCACAT,HOSCAT,NPCAT,NSGSVCS,CLINICAL,IVSV,AIDESV,SWSV,PTSV,OTSV,SPSV,SPLYSV,NSGPOOL,POOLAIDE,HHASV,HHANO,HOSNO,HPBEDS,HRBEDS,EXPIRES,JCAHO,RJCAHO,ACHC,CARF,NARRAL,ACCHC,NHCC,PPH,CHAP,OTHERA
"A Able Body Assistance Home Care","2001 Commonwealth Ave.,","Charlotte","NC","28205-","(704)377-3267","Mecklenburg","HC","2001 Commonwealth Ave.,","Charlotte","NC","28205-","Cathy Edwards","HC4042",F,"100187",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"A Better Day Home Care Services, Inc.","3600 Wilkerson Blvd.","Charlotte","NC","28208-","(704)697-0561","Mecklenburg","HC","3600 Wilkerson Blvd.; Suite B","Charlotte","NC","28208-","Eugene & Donna Reed","HC4105",F,"100626",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"A Brighter Day Home Care, Inc.","5109 Monroe Road","Charlotte","NC","28205-","(980)585-2855","Mecklenburg","HC","5109 Monroe Road; Unit B","Charlotte","NC","28205-","A Brighter Day Home Care, Inc.","HC4553",F,"120334",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"A Victorious Home Care","2332 Beatties Ford Road","Charlotte","NC","28216-","(704)535-0995","Mecklenburg","HC","2332 Beatties Ford Road","Charlotte","NC","28216-","Victorious Health Services, LLC","HC2479",F,"040013",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"AA Better Choice In-Home Aide Services","5736 North Tryon St., Ste 203","Charlotte","NC","28213-","(704)790-3355","Mecklenburg","HC","5736 North Tryon St., Ste 203","Charlotte","NC","28213-","AA Better Choice In-Home Aide Services","HC4082",F,"100444",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"ACTS Home Health Agency","733 Plantation Estates Drive","Matthews","NC","28105-","(704)815-0370","Mecklenburg","HC","733 Plantation Estates Drive","Matthews","NC","28105-","ACTS Retirement-Life Communities, Inc.","HC0927",F,"943583",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,T,F,F,F,F,F,F
"Abundant Love Home Care Services","1981 JN Pease Place, Suite 204","Charlotte","NC","28262-","(704)549-5846","Mecklenburg","HC","1981 JN Pease Place, Suite 204","Charlotte","NC","28262-","Rosalind C. Bland","HC4659",F,"140138",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Access Home Healthcare, Inc.","P.O. Box 690631","Charlotte","NC","28227-9498","(980)219-7468","Mecklenburg","HC","5624 Executive Cenetr Drive Suite 132","Charlotte","NC","28212-","Access Home Healthcare, Inc.","HC4106",F,"100627",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Addus Home Care","2300 Warrenville Road","Downers Grove","IL","60515-1765","(800)579-6331","Mecklenburg","HC","10130 Perimeter Parkway, Suite 205","Charlotte","NC","28216-","Addus Healthcare North Carolina Inc.","HC1798",F,"990829",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Adonai Victory Health Services, LLC","6061 Roseway Court","Harrisburg","NC","28075-","(980)272-9046","Mecklenburg","HC","8320 University Executive Park Drive, Suite. 108","Charlotte","NC","28262-","Adonai Victory Health Services, LLC","HC3794",F,"090238",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Adult and Pediatric Specialists","P.O. Box 9004","Clearwater","FL","33758-9004","(704)598-5014","Mecklenburg","HC","200 E. Arrowhead Drive","Charlotte","NC","28213-","Lincare Inc.","HC3698",F,"070285",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Advanced Home Care","P O Box  18049","Greensboro","NC","27419-8049","(704)831-5000","Mecklenburg","HC","2520 Whitehall Park Drive, Suite 950","Charlotte","NC","28273-1100","Advanced Home Care, Inc.","HC0171",F,"924070",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347114","341575",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Advanced Home Care, Inc.","P. O. Box 18049","Greensboro","NC","27419-8049","(704)831-5000","Mecklenburg","HC","2520 Whitehall Park Drive, Suite 950","Charlotte","NC","28273-","Advanced Home Care, Inc.","HC1865",F,"000285",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Aeroflow Inc.","3165 Sweeten Creek Road","Asheville","NC","28803-","(888)345-1780","Mecklenburg","HC","2748 Interstate Street; Suite C&D","Charlotte","NC","28208-","Aeroflow Inc.","HC3960",F,"090995",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Affordable Home Care, L.L.C.","P.O. Box 78859","Charlotte","NC","28271-","(704)998-1953","Mecklenburg","HC","15720 Brixham Hill Avenue,  Suite 376","Charlotte","NC","28277-","Affordable HomeCare, L.L.C.","HC4361",F,"110325",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Agape In Home Healthcare, LLC","3010 Monroe Road , Suite 107-C","Charlotte","NC","28205-","(980)365-1018","Mecklenburg","HC","3010 Monroe Road , Suite 107-C","Charlotte","NC","28205-","Franklin Harvey Henderson, Sr.","HC4744",F,"150150",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Aldersgate  at Home","3800 Shamrock Drive","Charlotte","NC","28215-","(704)532-7020","Mecklenburg","HC","3800 Shamrock Drive","Charlotte","NC","28215-","Aldersgate  United Methodist Retirement Community, Inc","HC3929",F,"090867",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"All About The Affordable Home Healthcare Services","2515 The Plaza Road","Charlotte","NC","28205-","(704)405-1488","Mecklenburg","HC","2515 The Plaza Road","Charlotte","NC","28205-","Judith Byers","HC4494",F,"110977",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Alliance Of Personal Care, LLC","10116 Baxter Caldwell Drive","Charlotte","NC","28052-","(704)222-2805","Mecklenburg","HC","705 S. Weldon St., Suite 100","Gastonia","NC","28052-","Alliance Personal Care Service, LLC","HC4470",F,"110897",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Ally Home Care Charlotte, LLC","4801 Glenwood Avenue","Raleigh","NC","27612-","(704)334-8141","Mecklenburg","HC","3711 Latrobe Drive; #520","Charlotte","NC","28211-","Ally Home Care Charlotte, LLC","HC3998",F,"100059",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Alpha Health Services","5633 Monroe Road","Charlotte","NC","28212-","(704)512-0762","Mecklenburg","HC","5633 Monroe Road; Suite B-1","Charlotte","NC","28212-","Divine Health Consultants, LLC","HC4137",F,"100740",F,F,T,F,F,T,F,F,T,T,T,T,T,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Alternative Behavioral Solutions, Inc.","121 South Elm Street","Greensboro","NC","27401-","(704)531-4535","Mecklenburg","HC","3137 Amity Court,Suite 300","Charlotte","NC","28215-","Alternative Home Care Solutions, Inc.","HC3176",F,"051123",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Always Best Care of Central and North Charlotte","6701 Fairview Road","Charlotte","NC","28210-","(704)649-8787","Mecklenburg","HC","6701 Fairview Road","Charlotte","NC","28210-","The Adlock Corporation","HC4199",F,"101033",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"American Health and Home Care, LLC","401 N. Tryon Street","Charlotte","NC","28202-","(336)451-7768","Mecklenburg","HC","401 N. Tryon Street; 10th Floor","Charlotte","NC","28202-","American Health and Home Care, LLC","HC3902",F,"090751",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"American HomePatient","5200 Maryland Way","Brentwood","TN","37027-","(704)529-0643","Mecklenburg","HC","600 Town Centre Blvd.; Suite 308","Pineville","NC","28134-","American HomePatient, Inc.","HC1359",F,"957002",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Amore Home Care Services, Inc.","2400 #100 Crown Point Executive Dr.","Charlotte","NC","28227-","(704)532-3784","Mecklenburg","HC","2400 #100 Crown Point Executive Dr","Charlotte","NC","28227-","Donnie Smith","HC4162",F,"100872",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Angel's Hands HomeCare, LLC","2515  The Plaza","Charlotte","NC","28205-","(704)968-5542","Mecklenburg","HC","2515 The Plaza","Charlotte","NC","28205-","Angel's Hands Home Care, LLC","HC3669",F,"070009",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Apria Healthcare LLC","26220 Enterprise Court","Lake Forest","CA","92630-","(704)588-8556","Mecklenburg","HC","3845 Shopton Road, Suite 300","Charlotte","NC","28217-","Apria Healthcare LLC","HC1329",F,"956348",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Assisting Families Homecare, LLC","1601 W. Sugar Creek Road","Charlotte","NC","28262-","(704)373-0955","Mecklenburg","HC","1601 W. Sugar Creek Road","Charlotte","NC","28262-","Assisting Families Homecare, LLC","HC3180",F,"051143",F,F,T,F,F,T,T,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Assisting Services of Carolinas","4728 B  Hovis Road","Charlotte","NC","28208-","(704)458-7301","Mecklenburg","HC","4728 B  Hovis Road","Charlotte","NC","28208-","Assisting Services of Carolinas","HC3995",F,"100029",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Assurance Home Care Service, LLC","5736 North Tryon Street","Charlotte","NC","28213-","(704)493-2939","Mecklenburg","HC","5736 North Tryon Street ; Suite 107","Charlotte","NC","28213-","Assurance Home Care Service, LLC","HC4667",F,"140221",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Atlas Management Care, Inc.","3125 Eastway Drive","Charlotte","NC","28205-","(704)605-2195","Mecklenburg","HC","3125 Eastway Drive","Charlotte","NC","28205-","Atlas Management Care, Inc.","HC4065",F,"100347",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Avant Garde Home Care Services","9700 Research Drive, Suite 109","Charlotte","NC","28269-","(704)549-8006","Mecklenburg","HC","9700 Research Drive, Suite 109","Charlotte","NC","28269-","Avant Garde Home Care Services","HC4496",F,"110983",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Azora Healthcare Services, LLC","2820 The Plaza","Charlotte","NC","28205-","(704)965-4946","Mecklenburg","HC","2820 The Plaza","Charlotte","NC","28205-","Maureen Mbamalu","HC4025",F,"100126",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"B & B Home Care and Associate, LLC","3325 Washburn Ave., Suite 113","Charlotte","NC","28205-","(704)334-5899","Mecklenburg","HC","3325 Washburn Ave., Suite 113","Charlotte","NC","28205-","B & B Home Care and Associate, LLC","HC4201",F,"101046",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"BAYADA Home Health Care, Inc.","8801 JM Keynes Drive","Charlotte","NC","28262-","(704)423-9449","Mecklenburg","HC","8801 JM Keynes Drive; Suite 350","Charlotte","NC","28262-","BAYADA Home Health Care, Inc.","HC0355",F,"953836",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347087","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"BAYADA Home Health Care, Inc.","8801 JM Keynes Drive","Charlotte","NC","28262-","(704)549-1700","Mecklenburg","HC","8801 JM Keynes Drive; Suite 230","Charlotte","NC","28262-","BAYADA Home Health Care, Inc.","HC1705",F,"980888",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"BAYADA Home Health Care, Inc.","8801 J.M. Keynes Drive","Charlotte","NC","28262-","(704)971-4600","Mecklenburg","HC","8801 J.M. Keynes Drive; Suite 205","Charlotte","NC","28262-","BAYADA Home Health Care, Inc.","HC2063",F,"010863",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"BAYADA Home Health Care, Inc.","7300 Carmel Executive Park Drive,","Charlotte","NC","28226-","(704)295-1200","Mecklenburg","HC","7300 Carmel Executive Park Drive; Suite 100","Charlotte","NC","28226-","BAYADA Home Health Care, Inc.","HC4322",F,"110152",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"BCY Healthcare","P.O. Box 561104","Charlotte","NC","28262-","(704)492-7960","Mecklenburg","HC","8801 J.M. Keynes Drive; Suite 150","Charlotte","NC","28262-","Brichelya Healthcare, Inc.","HC4161",F,"100873",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Because We Care For You","1140 Sam Newell Road","Matthews","NC","28105-","(980)225-1164","Mecklenburg","HC","1140 Sam Newell Road; Suite B-4","Matthews","NC","28105-","Theresa Yolanda Benjamin","HC4656",F,"140120",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Belle Home Health Care, LLC","5501 Executive Center Drive","Charlotte","NC","28212-","(980)365-0247","Mecklenburg","HC","5501 Executive Center Drive, Suite 202","Charlotte","NC","28212-","Belle Home Health Care, LLC","HC4720",F,"150049",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Best Days Home Care","8011 North Point Blvd.","Winton-Salem","NC","27106-","(336)837-0283","Mecklenburg","HC","8011 North Point Blvd.; Suite A5","Winton-Salem","NC","27106-","Best Days Home Care","HC4156",F,"100840",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Bethel Home Care","5500 Executive Center Drive","Charlotte","NC","28212-","(704)496-9944","Mecklenburg","HC","5500 Executive Center Drive ; Suite 214","Charlotte","NC","28212-","Bethel Home Care, Inc.","HC3329",F,"060122",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Better Days Home Health Care","1910 Abbott Street","Charlotte","NC","28203-","(704)200-9924","Mecklenburg","HC","1910 Abbott Street; Suite 200","Charlotte","NC","28203-","Better Days Family Support, Inc.","HC2540",F,"040437",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,T
"Bless Into Unique Care Agency","525 Branch Way Court K","Charlotte","NC","28273-","(803)524-2741","Mecklenburg","HC","525 Branch Way Court K","Charlotte","NC","28273-","Bless Into Unique Care Agency","HC4929",F,"170476",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Blessed Hands Home Care, LLC","3325 Washburn Avenue, Suite 203","Charlotte","NC","28205-","(980)475-1481","Mecklenburg","HC","3325 Washburn Avenue, Suite 203","Charlotte","NC","28205-","Blessed Hands Home Care, LLC","HC4456",F,"110808",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Blue Dot Medical, Inc.","2915 Whitehall Park Drive","Charlotte","NC","28273-","(704)344-0700","Mecklenburg","HC","2915 Whitehall Park Drive; Suite 200","Charlotte","NC","28273-","Blue Dot Medical, Inc.","HC4832",F,"160144",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"BlueDot Cares","2915 Whitehall Park Dr","Charlotte","NC","28273-","(704)247-8725","Mecklenburg","HC","2915 Whitehall Park Dr; Suite 200","Charlotte","NC","28273-","BlueDot Cares, LLC","HC4717",F,"150043",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"BrightStar  of Charlotte","5950 Fairview Road","Charlotte","NC","28210-","(704)919-0955","Mecklenburg","HC","5950 Fairview Road; Suite 230","Charlotte","NC","28210-","Seva Healthcare , LLC","HC3879",F,"090670",F,F,T,F,T,T,F,T,T,F,T,T,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,T
"Brookdale Home Health Charlotte","210 N. University Dr. Suite 900","Coral Springs","FL","33071-","(704)921-2051","Mecklenburg","HC","9300 Harris Corners Parkway, Ste. 410","Charlotte","NC","28269-","Innovative Senior Care Home Health of Charlotte LLC","HC0369",F,"953857",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347098","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Byrams Home Care, Inc.","5736 N. Tryon Street","Charlotte","NC","28213-","(704)919-0634","Mecklenburg","HC","5736 N. Tryon Street, Suite 201F","Charlotte","NC","28213-","Byrams Home Care, Inc.","HC4372",F,"110376",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Care Haven Charlotte, LLC","756 Tyvola Road, Suite 110","Charlotte","NC","28217-","(704)588-0642","Mecklenburg","HC","756 Tyvola Road, Suite 110","Charlotte","NC","28217-","Care Haven Charlotte, LLC","HC4094",F,"100496",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Care Well","P.O. Box 26471","Charlotte","NC","28221-","(704)537-0052","Mecklenburg","HC","6608-D East W.T. Harris Blvd.","Charlotte","NC","28215-","Care Well of Charoltte, Inc.","HC3453",F,"060826",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,T,F,F,F,F,F,F
"Care-olina Home Care Services, LLC","5736 North Tryon Street, Suite 220","Charlotte","NC","28213-","(704)790-3302","Mecklenburg","HC","5736 North Tryon Street, Suite 220","Charlotte","NC","28213-","Care-olina Home Care Services, LLC","HC3948",F,"090969",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"CareOptima Home Care Services","624 Matthews - Mint Hill Road,","Matthews","NC","28105-","(980)339-2948","Mecklenburg","HC","624 Matthews - Mint Hill Road,; Suite 207","Matthews","NC","28105-","CareOptima, LLC","HC4457",F,"110836",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Carepoint Inc.","6401 Carmel Road, Suite 201","Charlotte","NC","28226-","(980)226-5516","Mecklenburg","HC","6401 Carmel Road, Suite 201","Charlotte","NC","28226-","Carepoint, Inc.","HC3903",F,"090752",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Caring At Heart , LLC","8001 Raintree Lane","Charlotte","NC","28277-","(704)379-7510","Mecklenburg","HC","8001 Raintree Lane; Suite 213","Charlotte","NC","28277-","Caring At Heart, LLC","HC3945",F,"090920",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Carolina Infusion Care","P.O. Box 9004","Clearnwater","FL","33758-9004","(704)583-2140","Mecklenburg","HC","13504 South Point Blvd., Suite H","Charoltte","NC","28273-","Lincare, Inc","HC2797",F,"040826",F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Chosen Health Care Services, Inc.","8401 University Executive Park Dr.","Charlotte","NC","28262-1360","(704)547-1988","Mecklenburg","HC","8401 University Executive Park Dr.; Suite 111","Charlotte","NC","28262-1360","Grace N. Muonagolu","HC3961",F,"091021",F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"ComForcare Senior Services - Charlotte","7215-200 Pineville-Matthews Road","Charlotte","NC","28226-","(866)472-1726","Mecklenburg","HC","7215-200 Pineville-Matthews Road","Charlotte","NC","28226-","MJA Enterprises, Inc.","HC3375",F,"060393",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Comfort Keepers # 185","512 Klumac Rd, Suite 9","Salisbury","NC","28144-","(704)598-0062","Mecklenburg","HC","8815 University East Drive, Suite 110","Charlotte","NC","28213-","Eldercare Solutions, Inc,","HC2488",F,"040115",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Comfort Keepers #321","8000 Corporate Center Drive","Charlotte","NC","28226-","(704)543-8220","Mecklenburg","HC","8000 Corporate Center Drive; Suite 109","Charlotte","NC","28226-","R - Care, Inc.","HC2989",F,"050279",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Compassionate Care of Charlotte, Inc.","7118 Candlewyck Lane","Charlotte","NC","28226-","(704)516-5181","Mecklenburg","HC","7118 Candlewyck Lane","Charlotte","NC","28226-","Compassionate Care of Charlotte, Inc.","HC3946",F,"090966",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Comprehensive Home  Care","3460 N. Davidson Street","Charlotte","NC","28205-","(704)333-5214","Mecklenburg","HC","3460 N. Davidson Street","Charlotte","NC","28205-","Hughes Comprehensive Home Care, LLC","HC4016",F,"100104",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Continuum Pediatric Nursing Services","1651 Old Meadow Road","McLean","VA","22102-","(704)897-6100","Mecklenburg","HC","2770 E W.T. Harris Blvd.; Suite 101","Charlotte","NC","28213-","MPS Healthcare, Inc.","HC4862",F,"160533",F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Coram CVS/Specialty Infusion Services","One CVS Drive, MC#1160","Woonsocket","RI","02895-","(704)523-7731","Mecklenburg","HC","9401-J Southern Pine Blvd.","Charlotte","NC","28273","Coram Alternate Site Services, Inc.","HC0091",F,"953660",F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Covenant In-Home Care, LLC","3901 Glenfall Ave","Charlotte","NC","28210-","(704)288-0242","Mecklenburg","HC","3901 Glenfall Ave","Charlotte","NC","28210-","Covenant In-Home Care LLC","HC4259",F,"101224",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Devoted2Care Home Care Agency","11709 Fruehauf Drive","Charlotte","NC","28273-","(704)999-7742","Mecklenburg","HC","11709 Fruehauf Drive; Suite 138","Charlotte","NC","28273-","Devoted2Care, LLC","HC4885",F,"170118",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Diamonds Home Health Care Services, Inc.","8101 Stem Court","Charlotte","NC","28227-","(704)605-0927","Mecklenburg","HC","3553 N Sharon Amity, Suite 201","Charlotte","NC","28205-","Diamond's Home Health Services, Inc.","HC4490",F,"110975",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"EULA Home Care Agency, LLC","8430 University Executive Park Dr","Charlotte","NC","28262-","(704)549-8300","Mecklenburg","HC","8430 University Executive Park Dr.; Suite 606","Charlotte","NC","28262-","EULA Home Care Agency, LLC","HC4310",F,"110113",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Echelon Care","7209J East WT Harris Blvd., Ste 207","Charlotte","NC","28227-","(704)594-9119","Mecklenburg","HC","10400 Mallard Creek Road","Charlotte","NC","28262-","Echelon Consulting , Inc.","HC4225",F,"101119",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Efficient Care Services, Inc.","1801 North Tryon Street","Charlotte","NC","28206-","(980)237-0664","Mecklenburg","HC","1801 North Tryon Street; Suite 340","Charlotte","NC","28206-","Efficient Care Services, Inc.","HC4388",F,"110439",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Elite Home Health Care, Inc.","1910 Abbott Street","Charlotte","NC","28203-","(704)200-9924","Mecklenburg","HC","1910 Abbott Street ; Suite 202","Charlotte","NC","28203-","Elite Home Healthcare, Inc.","HC2948",F,"050095",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
